M1,,,,M2,,,,m3,,,,m4,,,,m5,,,,m6,,,,m7,,,,m8,,,,m9,,,,m10,,,,m11,,,,m12,,,,m13,,,,,,,,,,,,,,,,,,
Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,Filename,Width,Height,,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's,,Filename,Width,Height,Repeat M's
missil02,32,16,,missil02,32,16,,missil02,32,16,,missil02,32,16,,missil02,32,16,,missil02,32,16,,missil02,64,32,,missil02,64,32,,missil02,64,32,,missil02,64,32,,missil02,64,32,,missil02,64,32,,missil02,64,32,,,missil02,32,16,"m1,2,3,4,5,6",,missil02,64,32,"m7,8,9,10,11,12,13",,,,,
missil03,32,16,,missil03,32,16,,missil03,32,16,,missil03,32,16,,missil03,32,16,,missil03,32,16,,missil03,64,32,,missil03,64,32,,missil03,64,32,,missil03,64,32,,missil03,64,32,,missil03,64,32,,missil03,64,32,,,missil03,32,16,"m1,2,3,4,5,6",,missil03,64,32,"m7,8,9,10,11,12,13",,,,,
missil04,8,8,,missil04,8,8,,missil04,8,8,,missil04,8,8,,missil04,8,8,,missil04,8,8,,missil04,16,16,,missil04,16,16,,missil04,16,16,,missil04,16,16,,missil04,16,16,,missil04,16,16,,missil04,16,16,,,missil04,8,8,"m1,2,3,4,5,6",,missil04,16,16,"m7,8,9,10,11,12,13",,,,,
missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,missil05,128,16,,,missil05,128,16,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
mnsand1,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mnsand1,128,128,,,,,,,,,,,,,,mnsand1,128,128,,,mnsand1,128,128,"m1,9,13",,,,,,,,,,
mnsand2,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mnsand2,128,128,,,,,,,,,,,,,,,,,,,mnsand2,128,128,"m1,9",,,,,,,,,,
mnsrd10,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mnsrd10,128,128,,,,,,,,,,,,,,,,,,,mnsrd10,128,128,"m1,9",,,,,,,,,,
mnsroad2,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mnsroad2,128,128,,,,,,,,,,,,,,,,,,,mnsroad2,128,128,"m1,9",,,,,,,,,,
mnsroad9,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mnsroad9,128,128,,,,,,,,,,,,,,mnsroad9,64,64,,,mnsroad9,64,64,m13,,mnsroad9,128,128,"m1,9",,,,,
mort01,32,32,,mort01,32,32,,mort01,32,32,,mort01,32,32,,mort01,32,32,,mort01,32,32,,mort01,64,64,,mort01,64,64,,mort01,64,64,,mort01,64,64,,mort01,64,64,,mort01,64,64,,mort01,64,64,,,mort01,32,32,"m1,2,3,4,5,6",,mort01,64,64,"m7,8,9,10,11,12,13",,,,,
mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,mort02,64,64,,,mort02,64,64,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
mort03,64,64,,mort03,64,64,,mort03,64,64,,mort03,64,64,,mort03,64,64,,mort03,64,64,,mort03,32,128,,mort03,32,128,,mort03,32,128,,mort03,32,128,,mort03,32,128,,mort03,32,128,,mort03,32,128,,,mort03,64,64,"m1,2,3,4,5,6",,mort03,32,128,"m7,8,9,10,11,12,13",,,,,
mortammo1,16,64,,mortammo1,16,64,,mortammo1,16,64,,mortammo1,16,64,,mortammo1,16,64,,mortammo1,16,64,,mortammo1,32,128,,mortammo1,32,128,,mortammo1,32,128,,mortammo1,32,128,,mortammo1,32,128,,mortammo1,32,128,,mortammo1,32,128,,,mortammo1,16,64,"m1,2,3,4,5,6",,mortammo1,32,128,"m7,8,9,10,11,12,13",,,,,
mortammo2,16,64,,mortammo2,16,64,,mortammo2,16,64,,mortammo2,16,64,,mortammo2,16,64,,mortammo2,16,64,,mortammo2,32,128,,mortammo2,32,128,,mortammo2,32,128,,mortammo2,32,128,,mortammo2,32,128,,mortammo2,32,128,,mortammo2,32,128,,,mortammo2,16,64,"m1,2,3,4,5,6",,mortammo2,32,128,"m7,8,9,10,11,12,13",,,,,
mortar,64,64,,mortar,64,64,,mortar,64,64,,mortar,64,64,,mortar,64,64,,mortar,64,64,,mortar,128,32,,mortar,128,32,,mortar,128,32,,mortar,128,32,,mortar,64,64,,mortar,128,32,,mortar,64,64,,,mortar,64,64,"m1,2,3,4,5,6,11,13",,mortar,128,32,"m7,8,9,10,12",,,,,
mortgun2,32,32,,mortgun2,32,32,,mortgun2,32,32,,mortgun2,32,32,,mortgun2,32,32,,mortgun2,32,32,,mortgun2,64,32,,mortgun2,64,32,,mortgun2,64,32,,mortgun2,64,32,,mortgun2,32,32,,mortgun2,64,32,,mortgun2,32,32,,,mortgun2,32,32,"m1,2,3,4,5,6,11,13",,mortgun2,64,32,"m7,8,9,10,12",,,,,
muzz_grn,32,32,,muzz_grn,32,32,,muzz_grn,32,32,,muzz_grn,32,32,,muzz_grn,32,32,,muzz_grn,32,32,,muzz_grn,64,64,,muzz_grn,64,64,,muzz_grn,64,64,,muzz_grn,64,64,,muzz_grn,32,32,,muzz_grn,64,64,,muzz_grn,32,32,,,muzz_grn,32,32,"m1,2,3,4,5,6,11,13",,muzz_grn,64,64,"m7,8,9,10,12",,,,,
muzz_red,32,32,,muzz_red,32,32,,muzz_red,32,32,,muzz_red,32,32,,muzz_red,32,32,,muzz_red,32,32,,muzz_red,64,64,,muzz_red,64,64,,muzz_red,64,64,,muzz_red,64,64,,muzz_red,32,32,,muzz_red,64,64,,muzz_red,32,32,,,muzz_red,32,32,"m1,2,3,4,5,6,11,13",,muzz_red,64,64,"m7,8,9,10,12",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nanite,32,32,,nanite,32,32,,nanite,32,32,,nanite,32,32,,nanite,32,32,,nanite,32,32,,nanite,64,64,,nanite,64,64,,nanite,64,64,,nanite,64,64,,nanite,64,64,,nanite,64,64,,nanite,64,64,,,nanite,32,32,"m1,2,3,4,5,6",,nanite,64,64,"m7,8,9,10,11,12,13",,,,,
nanite100,32,32,,nanite100,32,32,,nanite100,32,32,,nanite100,32,32,,nanite100,32,32,,nanite100,32,32,,nanite100,64,64,,nanite100,64,64,,nanite100,64,64,,nanite100,64,64,,nanite100,64,64,,nanite100,64,64,,nanite100,64,64,,,nanite100,32,32,"m1,2,3,4,5,6",,nanite100,64,64,"m7,8,9,10,11,12,13",,,,,
nanocan,32,32,,nanocan,32,32,,nanocan,32,32,,nanocan,32,32,,nanocan,32,32,,nanocan,32,32,,nanocan,64,64,,nanocan,64,64,,nanocan,64,64,,nanocan,64,64,,nanocan,64,64,,nanocan,64,64,,nanocan,64,64,,,nanocan,32,32,"m1,2,3,4,5,6",,nanocan,64,64,"m7,8,9,10,11,12,13",,,,,
napammo,16,32,,napammo,16,32,,napammo,16,32,,napammo,16,32,,napammo,16,32,,napammo,16,32,,napammo,32,64,,napammo,32,64,,napammo,32,64,,napammo,32,64,,napammo,32,64,,napammo,32,64,,napammo,32,64,,,napammo,16,32,"m1,2,3,4,5,6",,napammo,32,64,"m7,8,9,10,11,12,13",,,,,
napm01,64,16,,napm01,64,16,,napm01,64,16,,napm01,64,16,,napm01,64,16,,napm01,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napm01,64,16,"m1,2,3,4,5,6",,,,,,,,,,
napm02,32,32,,napm02,32,32,,napm02,32,32,,napm02,32,32,,napm02,32,32,,napm02,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napm02,32,32,"m1,2,3,4,5,6",,,,,,,,,,
napm03,64,32,,napm03,64,32,,napm03,64,32,,napm03,64,32,,napm03,64,32,,napm03,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napm03,64,32,"m1,2,3,4,5,6",,,,,,,,,,
napm04,32,32,,napm04,32,32,,napm04,32,32,,napm04,32,32,,napm04,32,32,,napm04,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napm04,32,32,"m1,2,3,4,5,6",,,,,,,,,,
napm05,32,32,,napm05,32,32,,napm05,32,32,,napm05,32,32,,napm05,32,32,,napm05,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napm05,32,32,"m1,2,3,4,5,6",,,,,,,,,,
napm06,16,32,,napm06,16,32,,napm06,16,32,,napm06,16,32,,napm06,16,32,,napm06,16,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napm06,16,32,"m1,2,3,4,5,6",,,,,,,,,,
nlitening,32,32,,nlitening,32,32,,nlitening,32,32,,nlitening,32,32,,nlitening,32,32,,nlitening,32,32,,nlitening,64,16,,nlitening,64,16,,nlitening,64,16,,nlitening,64,16,,nlitening,32,32,,nlitening,64,16,,nlitening,32,32,,,nlitening,32,32,"m1,2,3,4,5,6,13",,nlitening,64,16,"m7,8,9,10,11,12",,,,,
,,,,,,,,nsolid1,256,256,,,,,,,,,,,,,,,,,,nsolid1,256,256,,,,,,,,,,,,,,,,,,,,,,,nsolid1,256,256,"m3,8",,,,,,,,,,
,,,,ntur02g,64,16,,,,,,ntur02g,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur02g,64,16,"m2,4",,,,,,,,,,
,,,,ntur05,64,32,,ntur05,64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur05,64,32,"m2,3",,,,,,,,,,
,,,,ntur06,32,32,,ntur06,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur06,32,32,"m2,3",,,,,,,,,,
,,,,ntur07,32,32,,ntur07,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur07,32,32,"m2,3",,,,,,,,,,
,,,,ntur08,32,32,,ntur08,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur08,32,32,"m2,3",,,,,,,,,,
,,,,ntur09,64,16,,ntur09,64,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur09,64,16,"m2,3",,,,,,,,,,
,,,,ntur10,16,16,,ntur10,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur10,16,16,"m2,3",,,,,,,,,,
ntur11,16,16,,ntur11,16,16,,ntur11,16,16,,ntur11,16,16,,ntur11,16,16,,ntur11,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ntur11,16,16,"m1,2,3,4,5",,,,,,,,,,
nuke00,32,64,,nuke00,32,64,,nuke00,32,64,,nuke00,32,64,,nuke00,32,64,,nuke00,32,64,,nuke00,64,128,,nuke00,64,128,,nuke00,64,128,,nuke00,64,128,,nuke00,32,64,,nuke00,64,128,,nuke00,32,64,,,nuke00,32,64,"m1,2,3,4,5,6,13",,nuke00,64,128,"m7,8,9,10,11,12",,,,,
nuke01,32,64,,nuke01,32,64,,nuke01,32,64,,nuke01,32,64,,nuke01,32,64,,nuke01,32,64,,nuke01,64,128,,nuke01,64,128,,nuke01,64,128,,nuke01,64,128,,nuke01,32,64,,nuke01,64,128,,nuke01,32,64,,,nuke01,32,64,"m1,2,3,4,5,6,13",,nuke01,64,128,"m7,8,9,10,11,12",,,,,
nuke02,32,64,,nuke02,32,64,,nuke02,32,64,,nuke02,32,64,,nuke02,32,64,,nuke02,32,64,,nuke02,64,128,,nuke02,64,128,,nuke02,64,128,,nuke02,64,128,,nuke02,32,64,,nuke02,64,128,,nuke02,32,64,,,nuke02,32,64,"m1,2,3,4,5,6,13",,nuke02,64,128,"m7,8,9,10,11,12",,,,,
nuke03,32,64,,nuke03,32,64,,nuke03,32,64,,nuke03,32,64,,nuke03,32,64,,nuke03,32,64,,nuke03,64,128,,nuke03,64,128,,nuke03,64,128,,nuke03,64,128,,nuke03,32,64,,nuke03,64,128,,nuke03,32,64,,,nuke03,32,64,"m1,2,3,4,5,6,13",,nuke03,64,128,"m7,8,9,10,11,12",,,,,
nuke04,64,64,,nuke04,64,64,,nuke04,64,64,,nuke04,64,64,,nuke04,64,64,,nuke04,64,64,,nuke04,128,128,,nuke04,128,128,,nuke04,128,128,,nuke04,128,128,,nuke04,128,128,,nuke04,128,128,,nuke04,64,64,,,nuke04,64,64,"m1,2,3,4,5,6,13",,nuke04,128,128,"m7,8,9,10,11,12",,,,,
nuke05,32,64,,nuke05,32,64,,nuke05,32,64,,nuke05,32,64,,nuke05,32,64,,nuke05,32,64,,nuke05,64,128,,nuke05,64,128,,nuke05,64,128,,nuke05,64,128,,nuke05,64,128,,nuke05,64,128,,nuke05,32,64,,,nuke05,32,64,"m1,2,3,4,5,6,13",,nuke05,64,128,"m7,8,9,10,11,12",,,,,
nuke06,32,64,,nuke06,32,64,,nuke06,32,64,,nuke06,32,64,,nuke06,32,64,,nuke06,32,64,,nuke06,64,128,,nuke06,64,128,,nuke06,64,128,,nuke06,64,128,,nuke06,64,128,,nuke06,64,128,,nuke06,32,64,,,nuke06,32,64,"m1,2,3,4,5,6,13",,nuke06,64,128,"m7,8,9,10,11,12",,,,,
nuke07,32,64,,nuke07,32,64,,nuke07,32,64,,nuke07,32,64,,nuke07,32,64,,nuke07,32,64,,nuke07,64,128,,nuke07,64,128,,nuke07,64,128,,nuke07,64,128,,nuke07,64,128,,nuke07,64,128,,nuke07,32,64,,,nuke07,32,64,"m1,2,3,4,5,6,13",,nuke07,64,128,"m7,8,9,10,11,12",,,,,
nuke08,32,64,,nuke08,32,64,,nuke08,32,64,,nuke08,32,64,,nuke08,32,64,,nuke08,32,64,,nuke08,64,128,,nuke08,64,128,,nuke08,64,128,,nuke08,64,128,,nuke08,64,128,,nuke08,64,128,,nuke08,32,64,,,nuke08,32,64,"m1,2,3,4,5,6,13",,nuke08,64,128,"m7,8,9,10,11,12",,,,,
nuke09,32,64,,nuke09,32,64,,nuke09,32,64,,nuke09,32,64,,nuke09,32,64,,nuke09,32,64,,nuke09,64,128,,nuke09,64,128,,nuke09,64,128,,nuke09,64,128,,nuke09,64,128,,nuke09,64,128,,nuke09,32,64,,,nuke09,32,64,"m1,2,3,4,5,6,13",,nuke09,64,128,"m7,8,9,10,11,12",,,,,
nuke10,32,64,,nuke10,32,64,,nuke10,32,64,,nuke10,32,64,,nuke10,32,64,,nuke10,32,64,,nuke10,64,128,,nuke10,64,128,,nuke10,64,128,,nuke10,64,128,,nuke10,64,128,,nuke10,64,128,,nuke10,32,64,,,nuke10,32,64,"m1,2,3,4,5,6,13",,nuke10,64,128,"m7,8,9,10,11,12",,,,,
nuke11,32,64,,nuke11,32,64,,nuke11,32,64,,nuke11,32,64,,nuke11,32,64,,nuke11,32,64,,nuke11,64,128,,nuke11,64,128,,nuke11,64,128,,nuke11,64,128,,nuke11,64,128,,nuke11,64,128,,nuke11,32,64,,,nuke11,32,64,"m1,2,3,4,5,6,13",,nuke11,64,128,"m7,8,9,10,11,12",,,,,
nuke12,32,64,,nuke12,32,64,,nuke12,32,64,,nuke12,32,64,,nuke12,32,64,,nuke12,32,64,,nuke12,64,128,,nuke12,64,128,,nuke12,64,128,,nuke12,64,128,,nuke12,64,128,,nuke12,64,128,,nuke12,32,64,,,nuke12,32,64,"m1,2,3,4,5,6,13",,nuke12,64,128,"m7,8,9,10,11,12",,,,,
nuke13,32,64,,nuke13,32,64,,nuke13,32,64,,nuke13,32,64,,nuke13,32,64,,nuke13,32,64,,nuke13,64,128,,nuke13,64,128,,nuke13,64,128,,nuke13,64,128,,nuke13,64,128,,nuke13,64,128,,nuke13,32,64,,,nuke13,32,64,"m1,2,3,4,5,6,13",,nuke13,64,128,"m7,8,9,10,11,12",,,,,
nuke14,32,64,,nuke14,32,64,,nuke14,32,64,,nuke14,32,64,,nuke14,32,64,,nuke14,32,64,,nuke14,64,128,,nuke14,64,128,,nuke14,64,128,,nuke14,64,128,,nuke14,64,128,,nuke14,64,128,,nuke14,32,64,,,nuke14,32,64,"m1,2,3,4,5,6,13",,nuke14,64,128,"m7,8,9,10,11,12",,,,,
nuke15,32,64,,nuke15,32,64,,nuke15,32,64,,nuke15,32,64,,nuke15,32,64,,nuke15,32,64,,nuke15,64,128,,nuke15,64,128,,nuke15,64,128,,nuke15,64,128,,nuke15,64,128,,nuke15,64,128,,nuke15,32,64,,,nuke15,32,64,"m1,2,3,4,5,6,13",,nuke15,64,128,"m7,8,9,10,11,12",,,,,
nuke16,32,64,,nuke16,32,64,,nuke16,32,64,,nuke16,32,64,,nuke16,32,64,,nuke16,32,64,,nuke16,64,128,,nuke16,64,128,,nuke16,64,128,,nuke16,64,128,,nuke16,64,128,,nuke16,64,128,,nuke16,32,64,,,nuke16,32,64,"m1,2,3,4,5,6,13",,nuke16,64,128,"m7,8,9,10,11,12",,,,,
nuke17,32,64,,nuke17,32,64,,nuke17,32,64,,nuke17,32,64,,nuke17,32,64,,nuke17,32,64,,nuke17,64,128,,nuke17,64,128,,nuke17,64,128,,nuke17,64,128,,nuke17,64,128,,nuke17,64,128,,nuke17,32,64,,,nuke17,32,64,"m1,2,3,4,5,6,13",,nuke17,64,128,"m7,8,9,10,11,12",,,,,
nuke18,32,64,,nuke18,32,64,,nuke18,32,64,,nuke18,32,64,,nuke18,32,64,,nuke18,32,64,,nuke18,64,128,,nuke18,64,128,,nuke18,64,128,,nuke18,64,128,,nuke18,64,128,,nuke18,64,128,,nuke18,32,64,,,nuke18,32,64,"m1,2,3,4,5,6,13",,nuke18,64,128,"m7,8,9,10,11,12",,,,,
nuke19,32,64,,nuke19,32,64,,nuke19,32,64,,nuke19,32,64,,nuke19,32,64,,nuke19,32,64,,nuke19,64,128,,nuke19,64,128,,nuke19,64,128,,nuke19,64,128,,nuke19,64,128,,nuke19,64,128,,nuke19,32,64,,,nuke19,32,64,"m1,2,3,4,5,6,13",,nuke19,64,128,"m7,8,9,10,11,12",,,,,
nuke20,32,64,,nuke20,32,64,,nuke20,32,64,,nuke20,32,64,,nuke20,32,64,,nuke20,32,64,,nuke20,64,128,,nuke20,64,128,,nuke20,64,128,,nuke20,64,128,,nuke20,64,128,,nuke20,64,128,,nuke20,32,64,,,nuke20,32,64,"m1,2,3,4,5,6,13",,nuke20,64,128,"m7,8,9,10,11,12",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean1,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocean1,64,64,,,,,,,,,,,,,,,,,,,ocean1,64,64,m1.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,padedg2,64,64,,,,,,,,,,,,,,,,,,padedg2,128,32,,,,,,,,,,,,,,,,,,,,,,,,,,,padedg2,64,64,m2,,padedg2,128,32,m7,,,,,
parachute,64,64,,parachute,64,64,,parachute,64,64,,parachute,64,64,,parachute,64,64,,parachute,64,64,,parachute,128,128,,parachute,128,128,,,,,,,,,,parachute,128,128,,parachute,128,128,,,,,,,parachute,64,64,"m1,2,3,4,5,6",,parachute,128,128,"m7,8,11,12",,,,,
pblb,32,64,,,,,,,,,,pblb,32,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pblb,32,64,"m1,4",,,,,,,,,,
phemgun1,32,64,,phemgun1,32,64,,phemgun1,32,64,,phemgun1,32,64,,phemgun1,32,64,,phemgun1,32,64,,phemgun1,64,128,,phemgun1,64,128,,phemgun1,64,128,,phemgun1,64,128,,phemgun1,64,128,,phemgun1,64,128,,phemgun1,64,128,,,phemgun1,32,64,"m1,2,3,4,5,6",,phemgun1,64,128,"m7,8,9,10,11,12,13",,,,,
,,,,,,,,,,,,,,,,,,,,piptil10,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptil10,64,64,,,piptil10,32,32,m6,,piptil10,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptil11,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,piptil11,64,256,,,piptil11,128,128,m6,,piptil11,64,256,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptil12,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptil12,64,64,,,piptil12,32,32,m6,,piptil12,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptil13,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptil13,64,64,,,piptil13,32,32,m6,,piptil13,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptile1,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptile1,64,64,,,piptile1,32,32,m6,,piptile1,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptile5,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptile5,64,64,,,piptile5,32,32,m6,,piptile5,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptile6,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptile6,64,32,,,piptile6,32,32,m6,,piptile6,64,32,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptile7,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptile7,64,64,,,piptile7,32,32,m6,,piptile7,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptile8,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,piptile8,64,64,,,piptile8,32,32,m6,,piptile8,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,piptile9,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,piptile9,64,256,,,piptile9,128,128,m6,,piptile9,64,256,m13,,,,,
pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,pock1,8,8,,,pock1,8,8,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,pock2,16,16,,,pock2,16,16,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,pock3,32,32,,,pock3,32,32,"m1,2,3,4,5,6,7,8,9,10,11,12,13",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,polbeam1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,polbeam1,32,32,,,polbeam1,16,16,m6,,polbeam1,32,32,m13,,,,,
,,,,,,,,,,,,,,,,,,,,poldest1,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,poldest1,128,128,,,poldest1,64,64,m6,,poldest1,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polite1,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,polite1,64,16,,,polite1,32,32,m6,,polite1,64,16,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polite2,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,polite2,64,16,,,polite2,32,32,m6,,polite2,64,16,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polroad1,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polroad1,128,128,,,polroad1,64,64,m6,,polroad1,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polroad3,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polroad3,128,128,,,polroad3,64,64,m6,,polroad3,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polroad4,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,polroad4,64,64,,,polroad4,32,32,m6,,polroad4,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polroad5,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,polroad5,64,64,,,polroad5,32,32,m6,,polroad5,64,64,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polwall1,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polwall1,128,128,,,polwall1,64,64,m6,,polwall1,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polwall2,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polwall2,128,128,,,polwall2,64,64,m6,,polwall2,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polwall4,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polwall4,128,128,,,polwall4,64,64,m6,,polwall4,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polwall6,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polwall6,64,128,,,polwall6,64,64,m6,,polwall6,64,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polwall7,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polwall7,128,128,,,polwall7,64,64,m6,,polwall7,128,128,m13,,,,,
,,,,,,,,,,,,,,,,,,,,polwall8,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,polwall8,64,128,,,polwall8,64,64,m6,,polwall8,64,128,m13,,,,,
powerdstb,8,8,,powerdstb,8,8,,powerdstb,8,8,,powerdstb,8,8,,powerdstb,8,8,,powerdstb,8,8,,powerdstb,16,16,,powerdstb,16,16,,powerdstb,16,16,,powerdstb,16,16,,powerdstb,16,16,,powerdstb,16,16,,powerdstb,8,8,,,powerdstb,8,8,"m1,2,3,4,5,6,13",,powerdstb,16,16,"m7,8,9,10,11,12",,,,,
powrdest,16,16,,powrdest,16,16,,powrdest,16,16,,powrdest,16,16,,powrdest,16,16,,powrdest,16,16,,powrdest,32,32,,powrdest,32,32,,powrdest,32,32,,powrdest,32,32,,powrdest,32,32,,powrdest,32,32,,powrdest,16,16,,,powrdest,16,16,"m1,2,3,4,5,6,13",,powrdest,32,32,"m7,8,9,10,11,12",,,,,
powrstak,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powrstak,64,64,,,powrstak,64,64,m13,,powrstak,128,128,m13,,,,,
powrwal2,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powrwal2,128,64,,,powrwal2,128,64,"m1,13",,,,,,,,,,
powrwal3,128,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powrwal3,128,64,,,powrwal3,128,64,"m1,13",,,,,,,,,,
